date,precip,snow,snow_depth,temp_max,temp_min
5/3/17,0,0,0,65,51
5/4/17,0,0,0,64,47
5/5/17,3.02,0,0,59,51
5/6/17,0.18,0,0,67,52
5/7/17,0.01,0,0,56,47
5/8/17,0,0,0,57,44
5/9/17,0,0,0,63,47
5/10/17,0,0,0,63,49
5/11/17,0,0,0,62,51
5/12/17,0,0,0,65,48
5/13/17,1.61,0,0,53,45
5/14/17,0.02,0,0,67,46
5/15/17,0,0,0,68,53
5/16/17,0,0,0,79,56
5/17/17,0,0,0,90,65
5/18/17,0,0,0,92,75
5/19/17,0,0,0,91,66
5/20/17,0.01,0,0,65,55
5/21/17,0,0,0,69,52
5/22/17,0.59,0,0,61,53
5/23/17,0,0,0,69,56
5/24/17,0.04,0,0,69,56
5/25/17,0.58,0,0,59,56
5/26/17,0.1,0,0,73,56
5/27/17,0,0,0,71,59
5/28/17,0,0,0,71,58
5/29/17,0.13,0,0,61,56
5/30/17,0.06,0,0,60,55
5/31/17,0.03,0,0,75,58
6/1/17,0,0,0,79,59
6/2/17,0.01,0,0,76,57
6/3/17,0.01,0,0,73,55
6/4/17,0.09,0,0,70,56
6/5/17,0.02,0,0,67,58
6/6/17,0.06,0,0,58,52
6/7/17,0,0,0,67,51
6/8/17,0,0,0,69,55
6/9/17,0,0,0,80,53
6/10/17,0,0,0,85,66
6/11/17,0,0,0,90,72
6/12/17,0,0,0,93,76
6/13/17,0,0,0,94,77
6/14/17,0.29,0,0,84,69
6/15/17,0,0,0,76,64
6/16/17,0,0,0,68,63
6/17/17,1.39,0,0,74,66
6/18/17,0,0,0,85,70
6/19/17,1.35,0,0,88,70
6/20/17,0.03,0,0,83,71
6/21/17,0,0,0,83,71
6/22/17,0,0,0,83,68
6/23/17,0.04,0,0,83,76
6/24/17,1.29,0,0,84,71
6/25/17,0,0,0,83,68
6/26/17,0,0,0,79,64
6/27/17,0.18,0,0,77,60
6/28/17,0,0,0,78,61
6/29/17,0,0,0,82,68
6/30/17,0,0,0,88,73
7/1/17,0.23,0,0,85,71
7/2/17,0,0,0,87,72
7/3/17,0.45,0,0,88,71
7/4/17,0,0,0,85,70
7/5/17,0,0,0,85,70
7/6/17,0,0,0,77,71
7/7/17,1.78,0,0,80,68
7/8/17,0,0,0,84,69
7/9/17,0,0,0,81,67
7/10/17,0,0,0,84,68
7/11/17,0,0,0,85,75
7/12/17,0,0,0,88,77
7/13/17,0,0,0,90,73
7/14/17,0.35,0,0,73,65
7/15/17,0,0,0,84,68
7/16/17,0,0,0,87,68
7/17/17,0,0,0,85,73
7/18/17,0,0,0,88,73
7/19/17,0,0,0,92,77
7/20/17,0.01,0,0,94,77
7/21/17,0,0,0,92,76
7/22/17,0.57,0,0,92,71
7/23/17,0.06,0,0,79,71
7/24/17,0.74,0,0,73,63
7/25/17,0,0,0,71,62
7/26/17,0,0,0,77,65
7/27/17,0,0,0,78,65
7/28/17,0,0,0,85,71
7/29/17,0,0,0,77,67
7/30/17,0,0,0,82,64
7/31/17,0,0,0,88,66
8/1/17,0,0,0,92,71
8/2/17,0.09,0,0,86,69
8/3/17,0,0,0,87,68
8/4/17,0.15,0,0,84,69
8/5/17,0.3,0,0,78,69
8/6/17,0,0,0,76,64
8/7/17,0.76,0,0,71,64
8/8/17,0,0,0,78,65
8/9/17,0,0,0,85,64
8/10/17,0,0,0,83,68
8/11/17,0,0,0,82,69
8/12/17,0.11,0,0,77,64
8/13/17,0,0,0,83,71
8/14/17,0,0,0,80,70
8/15/17,0.45,0,0,74,68
8/16/17,0,0,0,87,70
8/17/17,0,0,0,83,69
8/18/17,0.88,0,0,82,73
8/19/17,0,0,0,86,73
8/20/17,0,0,0,81,69
8/21/17,0,0,0,87,71
8/22/17,0.3,0,0,89,72
8/23/17,0,0,0,81,70
8/24/17,0,0,0,80,65
8/25/17,0,0,0,78,63
8/26/17,0,0,0,78,62
8/27/17,0,0,0,78,63
8/28/17,0,0,0,76,63
8/29/17,0.29,0,0,68,61
8/30/17,0.01,0,0,78,60
8/31/17,0,0,0,81,64
9/1/17,0,0,0,71,55
9/2/17,0.53,0,0,68,54
9/3/17,0.74,0,0,69,59
9/4/17,0,0,0,80,61
9/5/17,0,0,0,85,69
9/6/17,0.42,0,0,72,61
9/7/17,0.01,0,0,71,59
9/8/17,0,0,0,71,58
9/9/17,0,0,0,70,55
9/10/17,0,0,0,72,57
9/11/17,0,0,0,76,55
9/12/17,0,0,0,78,59
9/13/17,0.06,0,0,83,64
9/14/17,0.02,0,0,81,70
9/15/17,0,0,0,81,67
9/16/17,0,0,0,82,70
9/17/17,0,0,0,81,68
9/18/17,0,0,0,73,68
9/19/17,0.22,0,0,78,69
9/20/17,0,0,0,79,71
9/21/17,0,0,0,80,71
9/22/17,0,0,0,82,66
9/23/17,0,0,0,87,68
9/24/17,0,0,0,91,69
9/25/17,0,0,0,88,70
9/26/17,0,0,0,84,68
9/27/17,0,0,0,87,69
9/28/17,0,0,0,79,59
9/29/17,0,0,0,68,55
9/30/17,0,0,0,66,54
10/1/17,0,0,0,68,50
10/2/17,0,0,0,73,52
10/3/17,0,0,0,71,57
10/4/17,0,0,0,75,56
10/5/17,0,0,0,83,65
10/6/17,0,0,0,82,68
10/7/17,0,0,0,81,66
10/8/17,0.22,0,0,77,72
10/9/17,0.26,0,0,77,71
10/10/17,0,0,0,81,66
10/11/17,0.06,0,0,77,60
10/12/17,0.07,0,0,64,55
10/13/17,0,0,0,67,52
10/14/17,0.08,0,0,72,61
10/15/17,0,0,0,74,65
10/16/17,0.01,0,0,69,46
10/17/17,0,0,0,58,42
10/18/17,0,0,0,72,50
10/19/17,0,0,0,71,56
10/20/17,0,0,0,73,57
10/21/17,0,0,0,78,56
10/22/17,0,0,0,76,57
10/23/17,0,0,0,74,61
10/24/17,0.2,0,0,74,67
10/25/17,0,0,0,67,57
10/26/17,0,0,0,58,50
10/27/17,0,0,0,62,47
10/28/17,0,0,0,69,55
10/29/17,3.03,0,0,67,60
10/30/17,0.25,0,0,61,46
10/31/17,0,0,0,57,45
11/1/17,0,0,0,59,43
11/2/17,0,0,0,72,58
11/3/17,0,0,0,74,51
11/4/17,0,0,0,56,46
11/5/17,0.02,0,0,61,51
11/6/17,0.01,0,0,66,46
11/7/17,0.7,0,0,49,40
11/8/17,0,0,0,49,39
11/9/17,0,0,0,55,39
11/10/17,0.01,0,0,51,25
11/11/17,0,0,0,38,24
11/12/17,0,0,0,46,32
11/13/17,0.07,0,0,47,39
11/14/17,0,0,0,48,35
11/15/17,0,0,0,51,37
11/16/17,0.2,0,0,57,43
11/17/17,0,0,0,47,37
11/18/17,0.1,0,0,56,34
11/19/17,0.23,0,0,59,38
11/20/17,0,0,0,47,36
11/21/17,0,0,0,58,42
11/22/17,0.21,0,0,56,35
11/23/17,0,0,0,43,31
11/24/17,0,0,0,50,35
11/25/17,0,0,0,57,43
11/26/17,0,0,0,51,40
11/27/17,0,0,0,51,39
11/28/17,0,0,0,54,36
11/29/17,0,0,0,63,42
11/30/17,0.03,0,0,53,38
12/1/17,0,0,0,52,42
12/2/17,0,0,0,48,39
12/3/17,0,0,0,48,42
12/4/17,0,0,0,51,40
12/5/17,0.75,0,0,61,50
12/6/17,0,0,0,59,40
12/7/17,0,0,0,44,37
12/8/17,0,0,0,39,34
12/9/17,0.46,4.6,0,35,30
12/10/17,0,0,3.9,39,29
12/11/17,0,0,2,41,33
12/12/17,0,0,0,50,29
12/13/17,0,0,0,31,20
12/14/17,0.09,1.2,1.2,32,22
12/15/17,0.11,1.2,1.2,28,20
12/16/17,0,0,2,39,23
12/17/17,0,0,1.2,38,32
12/18/17,0.02,0,0,47,34
12/19/17,0,0,0,55,45
12/20/17,0,0,0,51,34
12/21/17,0,0,0,39,32
12/22/17,0,0,0,50,35
12/23/17,0.49,0,0,48,38
12/24/17,0.01,0,0,41,36
12/25/17,0.23,0,0,38,28
12/26/17,0,0,0,28,23
12/27/17,0,0,0,24,17
12/28/17,0,0,0,18,11
12/29/17,0,0,0,22,11
12/30/17,0.05,0.7,0,23,17
12/31/17,0,0,0,21,9
1/1/18,0,0,0,19,7
1/2/18,0,0,0,26,13
1/3/18,0,0,0,30,16
1/4/18,0.76,9.8,1.2,29,19
1/5/18,0,0,7.1,19,9
1/6/18,0,0,5.9,13,6
1/7/18,0,0,5.9,18,5
1/8/18,0.01,0,5.1,31,17
1/9/18,0,0,5.1,44,30
1/10/18,0,0,3.9,43,30
1/11/18,0,0,3.1,53,41
1/12/18,0.54,0,0,61,44
1/13/18,0.05,0,0,58,19
1/14/18,0,0,0,25,15
1/15/18,0,0,0,30,16
1/16/18,0,0,0,36,25
1/17/18,0.19,0.4,0,36,22
1/18/18,0,0,0,32,18
1/19/18,0,0,0,41,24
1/20/18,0,0,0,52,38
1/21/18,0,0,0,50,42
1/22/18,0.01,0,0,49,38
1/23/18,0.3,0,0,60,38
1/24/18,0,0,0,44,27
1/25/18,0,0,0,34,23
1/26/18,0,0,0,38,26
1/27/18,0,0,0,56,35
1/28/18,0.21,0,0,55,46
1/29/18,0,0.1,0,47,35
1/30/18,0.11,0.9,0,36,24
1/31/18,0,0,0,33,18
2/1/18,0.05,0,0,45,32
2/2/18,0.18,0,0,41,17
2/3/18,0,0,0,31,16
2/4/18,0.96,0,0,46,30
2/5/18,0,0,0,40,26
2/6/18,0,0,0,37,26
2/7/18,0.85,0.5,0,45,30
2/8/18,0,0,0,33,25
2/9/18,0,0,0,39,26
2/10/18,0.58,0,0,50,39
2/11/18,1.21,0,0,62,45
2/12/18,0,0,0,62,32
2/13/18,0,0,0,38,26
2/14/18,0.08,0,0,53,35
2/15/18,0.16,0,0,62,46
2/16/18,0.09,0,0,58,36
2/17/18,0.52,4.4,0,40,28
2/18/18,0.01,0,3.1,44,33
2/19/18,0.04,0,0,49,36
2/20/18,0,0,0,67,47
2/21/18,0.06,0,0,78,55
2/22/18,0.17,0,0,59,37
2/23/18,0.06,0,0,42,36
2/24/18,0.08,0,0,55,42
2/25/18,0.73,0,0,44,40
2/26/18,0,0,0,52,43
2/27/18,0,0,0,56,39
2/28/18,0,0,0,61,42
3/1/18,0.38,0,0,60,44
3/2/18,1.86,0,0,44,34
3/3/18,0,0,0,49,36
3/4/18,0,0,0,44,34
3/5/18,0,0,0,43,33
3/6/18,0,0,0,47,32
3/7/18,1.41,3.2,0,39,33
3/8/18,0,0,3.1,39,33
3/9/18,0,0,2,42,30
3/10/18,0,0,0,40,31
3/11/18,0,0,0,45,32
3/12/18,0.08,0,0,43,32
3/13/18,0.28,0,0,40,33
3/14/18,0.01,0,0,41,31
3/15/18,0,0,0,48,32
3/16/18,0,0,0,40,30
3/17/18,0,0,0,48,27
3/18/18,0,0,0,43,28
3/19/18,0,0,0,47,33
3/20/18,0,0,0,39,30
3/21/18,0.99,8.2,0,39,31
3/22/18,0.06,0.2,7.9,50,32
3/23/18,0,0,1.2,49,35
3/24/18,0,0,0,51,35
3/25/18,0,0,0,45,33
3/26/18,0,0,0,50,34
3/27/18,0.01,0,0,47,34
3/28/18,0.03,0,0,52,38
3/29/18,0.03,0,0,53,49
3/30/18,0.03,0,0,62,44
3/31/18,0,0,0,58,39
4/1/18,0,0,0,60,43
4/2/18,0.59,5.5,5.1,43,33
4/3/18,0.26,0,0,43,39
4/4/18,0.04,0,0,56,40
4/5/18,0,0,0,45,34
4/6/18,0.11,0,0,62,37
4/7/18,0,0,0,49,37
4/8/18,0,0,0,46,32
4/9/18,0,0,0,49,32
4/10/18,0.01,0,0,51,38
4/11/18,0,0,0,51,37
4/12/18,0,0,0,63,46
4/13/18,0,0,0,82,60
4/14/18,0,0,0,77,44
4/15/18,0.47,0,0,44,38
4/16/18,2.82,0,0,60,39
4/17/18,0,0,0,47,39
4/18/18,0,0,0,55,37
4/19/18,0.15,0,0,49,38
4/20/18,0,0,0,50,37
4/21/18,0,0,0,63,39
4/22/18,0,0,0,67,44
4/23/18,0,0,0,68,46
4/24/18,0.05,0,0,66,46
4/25/18,0.95,0,0,60,52
4/26/18,0.1,0,0,70,55
4/27/18,0.05,0,0,59,51
4/28/18,0.1,0,0,68,50
4/29/18,0.08,0,0,59,47
4/30/18,0,0,0,51,44
5/1/18,0,0,0,80,48
5/2/18,0,0,0,90,65
5/3/18,0.02,0,0,92,70
5/4/18,0,0,0,84,72
5/5/18,0,0,0,76,61
5/6/18,0,0,0,66,56
5/7/18,0,0,0,77,54
5/8/18,0,0,0,74,53
5/9/18,0,0,0,77,54
5/10/18,0.25,0,0,66,54
5/11/18,0,0,0,73,60
5/12/18,0.22,0,0,63,51
5/13/18,0.1,0,0,54,52
5/14/18,0.03,0,0,71,52
5/15/18,0.58,0,0,88,61
5/16/18,0.34,0,0,64,56
5/17/18,0.22,0,0,71,56
5/18/18,0,0,0,67,56
5/19/18,0.65,0,0,56,49
5/20/18,0,0,0,81,56
5/21/18,0,0,0,79,58
5/22/18,0.29,0,0,68,55
5/23/18,0.29,0,0,81,59
5/24/18,0,0,0,83,63
5/25/18,0,0,0,86,65
5/26/18,0,0,0,89,72
5/27/18,0.44,0,0,80,56
5/28/18,0,0,0,69,56
5/29/18,0,0,0,89,63
5/30/18,0,0,0,78,61
5/31/18,0.1,0,0,68,63
6/1/18,0.27,0,0,81,65
6/2/18,0.08,0,0,87,66
6/3/18,0.25,0,0,66,51
6/4/18,0.16,0,0,71,51
6/5/18,0,0,0,75,58
6/6/18,0,0,0,71,58
6/7/18,0,0,0,71,60
6/8/18,0,0,0,82,60
6/9/18,0,0,0,83,67
6/10/18,0.01,0,0,73,58
6/11/18,0,0,0,73,58
6/12/18,0,0,0,75,57
6/13/18,0.04,0,0,78,63
6/14/18,0,0,0,84,67
6/15/18,0,0,0,76,63
6/16/18,0,0,0,85,64
6/17/18,0,0,0,91,66
6/18/18,0.08,0,0,91,73
6/19/18,0.07,0,0,88,75
6/20/18,0.09,0,0,83,69
6/21/18,0.59,0,0,83,65
6/22/18,0.1,0,0,75,62
6/23/18,0,0,0,66,62
6/24/18,0,0,0,84,66
6/25/18,0,0,0,81,67
6/26/18,0,0,0,78,61
6/27/18,0.01,0,0,73,66
6/28/18,1.36,0,0,83,70
6/29/18,0,0,0,89,70
6/30/18,0,0,0,93,72
7/1/18,0,0,0,96,79
7/2/18,0,0,0,95,79
7/3/18,0.01,0,0,92,77
7/4/18,0,0,0,86,77
7/5/18,0,0,0,90,76
7/6/18,0.23,0,0,80,69
7/7/18,0,0,0,78,62
7/8/18,0,0,0,84,62
7/9/18,0,0,0,87,67
7/10/18,0,0,0,93,72
7/11/18,0,0,0,88,74
7/12/18,0.71,0,0,84,64
7/13/18,0,0,0,84,68
7/14/18,0.36,0,0,88,70
7/15/18,0.64,0,0,83,69
7/16/18,0,0,0,90,75
7/17/18,2.24,0,0,88,70
7/18/18,0,0,0,85,66
7/19/18,0,0,0,83,66
7/20/18,0,0,0,82,69
7/21/18,0.63,0,0,79,65
7/22/18,1.06,0,0,79,70
7/23/18,0.17,0,0,80,73
7/24/18,0.02,0,0,82,75
7/25/18,0.73,0,0,77,72
7/26/18,0.03,0,0,85,72
7/27/18,0.25,0,0,86,68
7/28/18,0,0,0,85,70
7/29/18,0,0,0,82,70
7/30/18,0.37,0,0,78,68
7/31/18,0,0,0,82,68
8/1/18,0.1,0,0,84,74
8/2/18,0.51,0,0,86,76
8/3/18,0.24,0,0,85,73
8/4/18,0.74,0,0,84,72
8/5/18,0,0,0,91,73
8/6/18,0,0,0,92,77
8/7/18,0.05,0,0,90,74
8/8/18,0,0,0,90,76
8/9/18,0.61,0,0,86,73
8/10/18,0,0,0,86,72
8/11/18,2.9,0,0,80,70
8/12/18,0,0,0,84,72
8/13/18,0.66,0,0,75,71
8/14/18,0.79,0,0,82,71
8/15/18,0,0,0,86,70
8/16/18,0,0,0,88,76
8/17/18,1.04,0,0,87,72
8/18/18,0.07,0,0,85,71
8/19/18,0.02,0,0,72,67
8/20/18,0,0,0,74,67
8/21/18,0.11,0,0,79,66
8/22/18,0.72,0,0,82,71
8/23/18,0,0,0,77,65
8/24/18,0,0,0,82,65
8/25/18,0,0,0,80,68
8/26/18,0,0,0,83,69
8/27/18,0,0,0,88,74
8/28/18,0,0,0,94,79
8/29/18,0,0,0,92,81
8/30/18,0,0,0,90,78
8/31/18,0.03,0,0,78,69
9/1/18,0,0,0,78,69
9/2/18,0,0,0,81,68
9/3/18,0,0,0,90,75
9/4/18,0,0,0,92,77
9/5/18,0,0,0,89,77
9/6/18,0.36,0,0,93,73
9/7/18,0,0,0,75,69
9/8/18,0.02,0,0,71,61
9/9/18,0.45,0,0,62,55
9/10/18,0.93,0,0,64,54
9/11/18,0.02,0,0,74,62
9/12/18,0.15,0,0,77,71
9/13/18,0.13,0,0,76,69
9/14/18,0,0,0,75,68
9/15/18,0,0,0,80,67
9/16/18,0,0,0,84,67
9/17/18,0.01,0,0,79,68
9/18/18,1.19,0,0,79,70
9/19/18,0,0,0,81,68
9/20/18,0,0,0,72,65
9/21/18,0,0,0,72,67
9/22/18,0,0,0,74,62
9/23/18,0,0,0,66,60
9/24/18,0,0,0,69,57
9/25/18,1.95,0,0,73,59
9/26/18,0.21,0,0,82,69
9/27/18,0,0,0,72,61
9/28/18,0.77,0,0,65,56
9/29/18,0,0,0,72,58
9/30/18,0,0,0,70,54
10/1/18,0,0,0,76,63
10/2/18,0.69,0,0,77,65
10/3/18,0,0,0,74,63
10/4/18,0.04,0,0,76,61
10/5/18,0,0,0,71,60
10/6/18,0,0,0,68,63
10/7/18,0,0,0,79,67
10/8/18,0,0,0,74,64
10/9/18,0,0,0,77,66
10/10/18,0,0,0,80,71
10/11/18,0.84,0,0,77,69
10/12/18,0.43,0,0,68,51
10/13/18,0.1,0,0,55,46
10/14/18,0,0,0,58,47
10/15/18,0.05,0,0,68,52
10/16/18,0.01,0,0,60,47
10/17/18,0,0,0,61,46
10/18/18,0,0,0,50,42
10/19/18,0,0,0,60,43
10/20/18,0.06,0,0,62,51
10/21/18,0,0,0,51,39
10/22/18,0,0,0,50,39
10/23/18,0,0,0,63,49
10/24/18,0,0,0,54,44
10/25/18,0,0,0,51,40
10/26/18,0,0,0,50,38
10/27/18,1.27,0,0,51,44
10/28/18,0.07,0,0,52,45
10/29/18,0.03,0,0,56,47
10/30/18,0,0,0,55,42
10/31/18,0,0,0,64,44
11/1/18,0,0,0,70,57
11/2/18,0.22,0,0,72,64
11/3/18,0.37,0,0,65,48
11/4/18,0,0,0,55,43
11/5/18,0.3,0,0,53,48
11/6/18,0.68,0,0,59,49
11/7/18,0,0,0,62,51
11/8/18,0,0,0,56,45
11/9/18,0.77,0,0,52,40
11/10/18,0.03,0,0,50,34
11/11/18,0,0,0,46,33
11/12/18,0.04,0,0,49,37
11/13/18,1.06,0,0,50,43
11/14/18,0,0,0,43,32
11/15/18,1.16,6.4,0,40,28
11/16/18,0.31,0,3.9,45,34
11/17/18,0,0,2,47,37
11/18/18,0,0,0,44,39
11/19/18,0,0,0,50,41
11/20/18,0,0,0,47,39
11/21/18,0,0,0,44,27
11/22/18,0,0,0,28,17
11/23/18,0,0,0,32,15
11/24/18,0.97,0,0,49,31
11/25/18,0.81,0,0,55,45
11/26/18,0.85,0,0,53,45
11/27/18,0.03,0,0,45,37
11/28/18,0,0,0,42,36
11/29/18,0,0,0,46,38
11/30/18,0.02,0,0,43,38
12/1/18,0.05,0,0,46,36
12/2/18,0.59,0,0,56,42
12/3/18,0,0,0,55,46
12/4/18,0,0,0,46,31
12/5/18,0,0,0,37,28
12/6/18,0,0,0,40,30
12/7/18,0,0,0,39,28
12/8/18,0,0,0,36,24
12/9/18,0,0,0,36,28
12/10/18,0,0,0,39,29
12/11/18,0,0,0,41,29
12/12/18,0,0,0,41,33
12/13/18,0.03,0,0,40,33
12/14/18,0.1,0,0,51,40
12/15/18,0.14,0,0,52,46
12/16/18,1.43,0,0,46,35
12/17/18,0.03,0,0,46,37
12/18/18,0,0,0,40,28
12/19/18,0,0,0,42,26
12/20/18,0.22,0,0,47,37
12/21/18,1.61,0,0,61,47
12/22/18,0.02,0,0,54,40
12/23/18,0,0,0,43,36
12/24/18,0.12,0,0,43,36
12/25/18,0,0,0,40,33
12/26/18,0,0,0,43,32
12/27/18,0,0,0,44,37
12/28/18,1.15,0,0,60,43
12/29/18,0,0,0,57,39
12/30/18,0,0,0,40,33
12/31/18,1.02,0,0,48,36